,snapshot,objective,stores,generators
90,2030-01-04 18:00:00,1.0,1.0,1.0
91,2030-01-04 19:00:00,1.0,1.0,1.0
92,2030-01-04 20:00:00,1.0,1.0,1.0
93,2030-01-04 21:00:00,1.0,1.0,1.0
94,2030-01-04 22:00:00,1.0,1.0,1.0
95,2030-01-04 23:00:00,1.0,1.0,1.0
96,2030-01-05 00:00:00,1.0,1.0,1.0
97,2030-01-05 01:00:00,1.0,1.0,1.0
98,2030-01-05 02:00:00,1.0,1.0,1.0
99,2030-01-05 03:00:00,1.0,1.0,1.0
100,2030-01-05 04:00:00,1.0,1.0,1.0
101,2030-01-05 05:00:00,1.0,1.0,1.0
102,2030-01-05 06:00:00,1.0,1.0,1.0
103,2030-01-05 07:00:00,1.0,1.0,1.0
104,2030-01-05 08:00:00,1.0,1.0,1.0
105,2030-01-05 09:00:00,1.0,1.0,1.0
106,2030-01-05 10:00:00,1.0,1.0,1.0
107,2030-01-05 11:00:00,1.0,1.0,1.0
108,2030-01-05 12:00:00,1.0,1.0,1.0
109,2030-01-05 13:00:00,1.0,1.0,1.0
110,2030-01-05 14:00:00,1.0,1.0,1.0
111,2030-01-05 15:00:00,1.0,1.0,1.0
112,2030-01-05 16:00:00,1.0,1.0,1.0
113,2030-01-05 17:00:00,1.0,1.0,1.0
114,2030-01-05 18:00:00,1.0,1.0,1.0
115,2030-01-05 19:00:00,1.0,1.0,1.0
116,2030-01-05 20:00:00,1.0,1.0,1.0
117,2030-01-05 21:00:00,1.0,1.0,1.0
118,2030-01-05 22:00:00,1.0,1.0,1.0
119,2030-01-05 23:00:00,1.0,1.0,1.0
120,2030-01-06 00:00:00,1.0,1.0,1.0
121,2030-01-06 01:00:00,1.0,1.0,1.0
122,2030-01-06 02:00:00,1.0,1.0,1.0
123,2030-01-06 03:00:00,1.0,1.0,1.0
124,2030-01-06 04:00:00,1.0,1.0,1.0
125,2030-01-06 05:00:00,1.0,1.0,1.0
126,2030-01-06 06:00:00,1.0,1.0,1.0
127,2030-01-06 07:00:00,1.0,1.0,1.0
128,2030-01-06 08:00:00,1.0,1.0,1.0
129,2030-01-06 09:00:00,1.0,1.0,1.0
130,2030-01-06 10:00:00,1.0,1.0,1.0
131,2030-01-06 11:00:00,1.0,1.0,1.0
132,2030-01-06 12:00:00,1.0,1.0,1.0
133,2030-01-06 13:00:00,1.0,1.0,1.0
134,2030-01-06 14:00:00,1.0,1.0,1.0
135,2030-01-06 15:00:00,1.0,1.0,1.0
136,2030-01-06 16:00:00,1.0,1.0,1.0
137,2030-01-06 17:00:00,1.0,1.0,1.0
138,2030-01-06 18:00:00,1.0,1.0,1.0
139,2030-01-06 19:00:00,1.0,1.0,1.0
140,2030-01-06 20:00:00,1.0,1.0,1.0
141,2030-01-06 21:00:00,1.0,1.0,1.0
142,2030-01-06 22:00:00,1.0,1.0,1.0
143,2030-01-06 23:00:00,1.0,1.0,1.0
144,2030-01-07 00:00:00,1.0,1.0,1.0
145,2030-01-07 01:00:00,1.0,1.0,1.0
146,2030-01-07 02:00:00,1.0,1.0,1.0
147,2030-01-07 03:00:00,1.0,1.0,1.0
148,2030-01-07 04:00:00,1.0,1.0,1.0
149,2030-01-07 05:00:00,1.0,1.0,1.0
150,2030-01-07 06:00:00,1.0,1.0,1.0
151,2030-01-07 07:00:00,1.0,1.0,1.0
152,2030-01-07 08:00:00,1.0,1.0,1.0
153,2030-01-07 09:00:00,1.0,1.0,1.0
154,2030-01-07 10:00:00,1.0,1.0,1.0
155,2030-01-07 11:00:00,1.0,1.0,1.0
156,2030-01-07 12:00:00,1.0,1.0,1.0
157,2030-01-07 13:00:00,1.0,1.0,1.0
158,2030-01-07 14:00:00,1.0,1.0,1.0
159,2030-01-07 15:00:00,1.0,1.0,1.0
160,2030-01-07 16:00:00,1.0,1.0,1.0
161,2030-01-07 17:00:00,1.0,1.0,1.0
162,2030-01-07 18:00:00,1.0,1.0,1.0
163,2030-01-07 19:00:00,1.0,1.0,1.0
164,2030-01-07 20:00:00,1.0,1.0,1.0
165,2030-01-07 21:00:00,1.0,1.0,1.0
166,2030-01-07 22:00:00,1.0,1.0,1.0
167,2030-01-07 23:00:00,1.0,1.0,1.0
168,2030-01-08 00:00:00,1.0,1.0,1.0
169,2030-01-08 01:00:00,1.0,1.0,1.0
170,2030-01-08 02:00:00,1.0,1.0,1.0
171,2030-01-08 03:00:00,1.0,1.0,1.0
172,2030-01-08 04:00:00,1.0,1.0,1.0
173,2030-01-08 05:00:00,1.0,1.0,1.0
174,2030-01-08 06:00:00,1.0,1.0,1.0
175,2030-01-08 07:00:00,1.0,1.0,1.0
176,2030-01-08 08:00:00,1.0,1.0,1.0
177,2030-01-08 09:00:00,1.0,1.0,1.0
178,2030-01-08 10:00:00,1.0,1.0,1.0
179,2030-01-08 11:00:00,1.0,1.0,1.0
180,2030-01-08 12:00:00,1.0,1.0,1.0
181,2030-01-08 13:00:00,1.0,1.0,1.0
182,2030-01-08 14:00:00,1.0,1.0,1.0
183,2030-01-08 15:00:00,1.0,1.0,1.0
184,2030-01-08 16:00:00,1.0,1.0,1.0
185,2030-01-08 17:00:00,1.0,1.0,1.0
186,2030-01-08 18:00:00,1.0,1.0,1.0
187,2030-01-08 19:00:00,1.0,1.0,1.0
188,2030-01-08 20:00:00,1.0,1.0,1.0
189,2030-01-08 21:00:00,1.0,1.0,1.0
190,2030-01-08 22:00:00,1.0,1.0,1.0
191,2030-01-08 23:00:00,1.0,1.0,1.0
192,2030-01-09 00:00:00,1.0,1.0,1.0
193,2030-01-09 01:00:00,1.0,1.0,1.0
194,2030-01-09 02:00:00,1.0,1.0,1.0
195,2030-01-09 03:00:00,1.0,1.0,1.0
196,2030-01-09 04:00:00,1.0,1.0,1.0
197,2030-01-09 05:00:00,1.0,1.0,1.0
198,2030-01-09 06:00:00,1.0,1.0,1.0
199,2030-01-09 07:00:00,1.0,1.0,1.0
200,2030-01-09 08:00:00,1.0,1.0,1.0
201,2030-01-09 09:00:00,1.0,1.0,1.0
202,2030-01-09 10:00:00,1.0,1.0,1.0
203,2030-01-09 11:00:00,1.0,1.0,1.0
204,2030-01-09 12:00:00,1.0,1.0,1.0
205,2030-01-09 13:00:00,1.0,1.0,1.0
206,2030-01-09 14:00:00,1.0,1.0,1.0
207,2030-01-09 15:00:00,1.0,1.0,1.0
208,2030-01-09 16:00:00,1.0,1.0,1.0
209,2030-01-09 17:00:00,1.0,1.0,1.0
210,2030-01-09 18:00:00,1.0,1.0,1.0
211,2030-01-09 19:00:00,1.0,1.0,1.0
212,2030-01-09 20:00:00,1.0,1.0,1.0
213,2030-01-09 21:00:00,1.0,1.0,1.0
214,2030-01-09 22:00:00,1.0,1.0,1.0
215,2030-01-09 23:00:00,1.0,1.0,1.0
216,2030-01-10 00:00:00,1.0,1.0,1.0
217,2030-01-10 01:00:00,1.0,1.0,1.0
218,2030-01-10 02:00:00,1.0,1.0,1.0
219,2030-01-10 03:00:00,1.0,1.0,1.0
220,2030-01-10 04:00:00,1.0,1.0,1.0
221,2030-01-10 05:00:00,1.0,1.0,1.0
222,2030-01-10 06:00:00,1.0,1.0,1.0
223,2030-01-10 07:00:00,1.0,1.0,1.0
224,2030-01-10 08:00:00,1.0,1.0,1.0
225,2030-01-10 09:00:00,1.0,1.0,1.0
226,2030-01-10 10:00:00,1.0,1.0,1.0
227,2030-01-10 11:00:00,1.0,1.0,1.0
228,2030-01-10 12:00:00,1.0,1.0,1.0
229,2030-01-10 13:00:00,1.0,1.0,1.0
230,2030-01-10 14:00:00,1.0,1.0,1.0
231,2030-01-10 15:00:00,1.0,1.0,1.0
232,2030-01-10 16:00:00,1.0,1.0,1.0
233,2030-01-10 17:00:00,1.0,1.0,1.0
234,2030-01-10 18:00:00,1.0,1.0,1.0
235,2030-01-10 19:00:00,1.0,1.0,1.0
236,2030-01-10 20:00:00,1.0,1.0,1.0
237,2030-01-10 21:00:00,1.0,1.0,1.0
238,2030-01-10 22:00:00,1.0,1.0,1.0
239,2030-01-10 23:00:00,1.0,1.0,1.0
240,2030-01-11 00:00:00,1.0,1.0,1.0
241,2030-01-11 01:00:00,1.0,1.0,1.0
242,2030-01-11 02:00:00,1.0,1.0,1.0
243,2030-01-11 03:00:00,1.0,1.0,1.0
244,2030-01-11 04:00:00,1.0,1.0,1.0
245,2030-01-11 05:00:00,1.0,1.0,1.0
246,2030-01-11 06:00:00,1.0,1.0,1.0
247,2030-01-11 07:00:00,1.0,1.0,1.0
248,2030-01-11 08:00:00,1.0,1.0,1.0
249,2030-01-11 09:00:00,1.0,1.0,1.0
250,2030-01-11 10:00:00,1.0,1.0,1.0
251,2030-01-11 11:00:00,1.0,1.0,1.0
252,2030-01-11 12:00:00,1.0,1.0,1.0
253,2030-01-11 13:00:00,1.0,1.0,1.0
254,2030-01-11 14:00:00,1.0,1.0,1.0
255,2030-01-11 15:00:00,1.0,1.0,1.0
256,2030-01-11 16:00:00,1.0,1.0,1.0
257,2030-01-11 17:00:00,1.0,1.0,1.0
258,2030-01-11 18:00:00,1.0,1.0,1.0
259,2030-01-11 19:00:00,1.0,1.0,1.0
260,2030-01-11 20:00:00,1.0,1.0,1.0
261,2030-01-11 21:00:00,1.0,1.0,1.0
262,2030-01-11 22:00:00,1.0,1.0,1.0
263,2030-01-11 23:00:00,1.0,1.0,1.0
264,2030-01-12 00:00:00,1.0,1.0,1.0
265,2030-01-12 01:00:00,1.0,1.0,1.0
266,2030-01-12 02:00:00,1.0,1.0,1.0
267,2030-01-12 03:00:00,1.0,1.0,1.0
268,2030-01-12 04:00:00,1.0,1.0,1.0
269,2030-01-12 05:00:00,1.0,1.0,1.0
270,2030-01-12 06:00:00,1.0,1.0,1.0
271,2030-01-12 07:00:00,1.0,1.0,1.0
272,2030-01-12 08:00:00,1.0,1.0,1.0
273,2030-01-12 09:00:00,1.0,1.0,1.0
274,2030-01-12 10:00:00,1.0,1.0,1.0
275,2030-01-12 11:00:00,1.0,1.0,1.0
276,2030-01-12 12:00:00,1.0,1.0,1.0
277,2030-01-12 13:00:00,1.0,1.0,1.0
278,2030-01-12 14:00:00,1.0,1.0,1.0
279,2030-01-12 15:00:00,1.0,1.0,1.0
280,2030-01-12 16:00:00,1.0,1.0,1.0
281,2030-01-12 17:00:00,1.0,1.0,1.0
282,2030-01-12 18:00:00,1.0,1.0,1.0
283,2030-01-12 19:00:00,1.0,1.0,1.0
284,2030-01-12 20:00:00,1.0,1.0,1.0
285,2030-01-12 21:00:00,1.0,1.0,1.0
286,2030-01-12 22:00:00,1.0,1.0,1.0
287,2030-01-12 23:00:00,1.0,1.0,1.0
288,2030-01-13 00:00:00,1.0,1.0,1.0
289,2030-01-13 01:00:00,1.0,1.0,1.0
290,2030-01-13 02:00:00,1.0,1.0,1.0
291,2030-01-13 03:00:00,1.0,1.0,1.0
292,2030-01-13 04:00:00,1.0,1.0,1.0
293,2030-01-13 05:00:00,1.0,1.0,1.0
294,2030-01-13 06:00:00,1.0,1.0,1.0
295,2030-01-13 07:00:00,1.0,1.0,1.0
296,2030-01-13 08:00:00,1.0,1.0,1.0
297,2030-01-13 09:00:00,1.0,1.0,1.0
298,2030-01-13 10:00:00,1.0,1.0,1.0
299,2030-01-13 11:00:00,1.0,1.0,1.0
300,2030-01-13 12:00:00,1.0,1.0,1.0
301,2030-01-13 13:00:00,1.0,1.0,1.0
302,2030-01-13 14:00:00,1.0,1.0,1.0
303,2030-01-13 15:00:00,1.0,1.0,1.0
304,2030-01-13 16:00:00,1.0,1.0,1.0
305,2030-01-13 17:00:00,1.0,1.0,1.0
306,2030-01-13 18:00:00,1.0,1.0,1.0
307,2030-01-13 19:00:00,1.0,1.0,1.0
308,2030-01-13 20:00:00,1.0,1.0,1.0
309,2030-01-13 21:00:00,1.0,1.0,1.0
310,2030-01-13 22:00:00,1.0,1.0,1.0
311,2030-01-13 23:00:00,1.0,1.0,1.0
312,2030-01-14 00:00:00,1.0,1.0,1.0
313,2030-01-14 01:00:00,1.0,1.0,1.0
314,2030-01-14 02:00:00,1.0,1.0,1.0
315,2030-01-14 03:00:00,1.0,1.0,1.0
316,2030-01-14 04:00:00,1.0,1.0,1.0
317,2030-01-14 05:00:00,1.0,1.0,1.0
318,2030-01-14 06:00:00,1.0,1.0,1.0
319,2030-01-14 07:00:00,1.0,1.0,1.0
320,2030-01-14 08:00:00,1.0,1.0,1.0
321,2030-01-14 09:00:00,1.0,1.0,1.0
322,2030-01-14 10:00:00,1.0,1.0,1.0
323,2030-01-14 11:00:00,1.0,1.0,1.0
324,2030-01-14 12:00:00,1.0,1.0,1.0
325,2030-01-14 13:00:00,1.0,1.0,1.0
326,2030-01-14 14:00:00,1.0,1.0,1.0
327,2030-01-14 15:00:00,1.0,1.0,1.0
328,2030-01-14 16:00:00,1.0,1.0,1.0
329,2030-01-14 17:00:00,1.0,1.0,1.0
330,2030-01-14 18:00:00,1.0,1.0,1.0
331,2030-01-14 19:00:00,1.0,1.0,1.0
332,2030-01-14 20:00:00,1.0,1.0,1.0
333,2030-01-14 21:00:00,1.0,1.0,1.0
334,2030-01-14 22:00:00,1.0,1.0,1.0
335,2030-01-14 23:00:00,1.0,1.0,1.0
336,2030-01-15 00:00:00,1.0,1.0,1.0
337,2030-01-15 01:00:00,1.0,1.0,1.0
338,2030-01-15 02:00:00,1.0,1.0,1.0
339,2030-01-15 03:00:00,1.0,1.0,1.0
340,2030-01-15 04:00:00,1.0,1.0,1.0
341,2030-01-15 05:00:00,1.0,1.0,1.0
342,2030-01-15 06:00:00,1.0,1.0,1.0
343,2030-01-15 07:00:00,1.0,1.0,1.0
344,2030-01-15 08:00:00,1.0,1.0,1.0
345,2030-01-15 09:00:00,1.0,1.0,1.0
346,2030-01-15 10:00:00,1.0,1.0,1.0
347,2030-01-15 11:00:00,1.0,1.0,1.0
348,2030-01-15 12:00:00,1.0,1.0,1.0
349,2030-01-15 13:00:00,1.0,1.0,1.0
350,2030-01-15 14:00:00,1.0,1.0,1.0
351,2030-01-15 15:00:00,1.0,1.0,1.0
352,2030-01-15 16:00:00,1.0,1.0,1.0
353,2030-01-15 17:00:00,1.0,1.0,1.0
354,2030-01-15 18:00:00,1.0,1.0,1.0
355,2030-01-15 19:00:00,1.0,1.0,1.0
356,2030-01-15 20:00:00,1.0,1.0,1.0
357,2030-01-15 21:00:00,1.0,1.0,1.0
358,2030-01-15 22:00:00,1.0,1.0,1.0
359,2030-01-15 23:00:00,1.0,1.0,1.0
360,2030-01-16 00:00:00,1.0,1.0,1.0
361,2030-01-16 01:00:00,1.0,1.0,1.0
362,2030-01-16 02:00:00,1.0,1.0,1.0
363,2030-01-16 03:00:00,1.0,1.0,1.0
364,2030-01-16 04:00:00,1.0,1.0,1.0
365,2030-01-16 05:00:00,1.0,1.0,1.0
366,2030-01-16 06:00:00,1.0,1.0,1.0
367,2030-01-16 07:00:00,1.0,1.0,1.0
368,2030-01-16 08:00:00,1.0,1.0,1.0
369,2030-01-16 09:00:00,1.0,1.0,1.0
370,2030-01-16 10:00:00,1.0,1.0,1.0
371,2030-01-16 11:00:00,1.0,1.0,1.0
372,2030-01-16 12:00:00,1.0,1.0,1.0
373,2030-01-16 13:00:00,1.0,1.0,1.0
374,2030-01-16 14:00:00,1.0,1.0,1.0
375,2030-01-16 15:00:00,1.0,1.0,1.0
376,2030-01-16 16:00:00,1.0,1.0,1.0
377,2030-01-16 17:00:00,1.0,1.0,1.0
378,2030-01-16 18:00:00,1.0,1.0,1.0
379,2030-01-16 19:00:00,1.0,1.0,1.0
380,2030-01-16 20:00:00,1.0,1.0,1.0
381,2030-01-16 21:00:00,1.0,1.0,1.0
382,2030-01-16 22:00:00,1.0,1.0,1.0
383,2030-01-16 23:00:00,1.0,1.0,1.0
384,2030-01-17 00:00:00,1.0,1.0,1.0
385,2030-01-17 01:00:00,1.0,1.0,1.0
386,2030-01-17 02:00:00,1.0,1.0,1.0
387,2030-01-17 03:00:00,1.0,1.0,1.0
388,2030-01-17 04:00:00,1.0,1.0,1.0
389,2030-01-17 05:00:00,1.0,1.0,1.0
390,2030-01-17 06:00:00,1.0,1.0,1.0
391,2030-01-17 07:00:00,1.0,1.0,1.0
392,2030-01-17 08:00:00,1.0,1.0,1.0
393,2030-01-17 09:00:00,1.0,1.0,1.0
394,2030-01-17 10:00:00,1.0,1.0,1.0
395,2030-01-17 11:00:00,1.0,1.0,1.0
396,2030-01-17 12:00:00,1.0,1.0,1.0
397,2030-01-17 13:00:00,1.0,1.0,1.0
398,2030-01-17 14:00:00,1.0,1.0,1.0
399,2030-01-17 15:00:00,1.0,1.0,1.0
400,2030-01-17 16:00:00,1.0,1.0,1.0
401,2030-01-17 17:00:00,1.0,1.0,1.0
402,2030-01-17 18:00:00,1.0,1.0,1.0
403,2030-01-17 19:00:00,1.0,1.0,1.0
404,2030-01-17 20:00:00,1.0,1.0,1.0
405,2030-01-17 21:00:00,1.0,1.0,1.0
406,2030-01-17 22:00:00,1.0,1.0,1.0
407,2030-01-17 23:00:00,1.0,1.0,1.0
408,2030-01-18 00:00:00,1.0,1.0,1.0
409,2030-01-18 01:00:00,1.0,1.0,1.0
410,2030-01-18 02:00:00,1.0,1.0,1.0
411,2030-01-18 03:00:00,1.0,1.0,1.0
412,2030-01-18 04:00:00,1.0,1.0,1.0
413,2030-01-18 05:00:00,1.0,1.0,1.0
414,2030-01-18 06:00:00,1.0,1.0,1.0
415,2030-01-18 07:00:00,1.0,1.0,1.0
416,2030-01-18 08:00:00,1.0,1.0,1.0
417,2030-01-18 09:00:00,1.0,1.0,1.0
418,2030-01-18 10:00:00,1.0,1.0,1.0
419,2030-01-18 11:00:00,1.0,1.0,1.0
420,2030-01-18 12:00:00,1.0,1.0,1.0
421,2030-01-18 13:00:00,1.0,1.0,1.0
422,2030-01-18 14:00:00,1.0,1.0,1.0
423,2030-01-18 15:00:00,1.0,1.0,1.0
424,2030-01-18 16:00:00,1.0,1.0,1.0
425,2030-01-18 17:00:00,1.0,1.0,1.0
426,2030-01-18 18:00:00,1.0,1.0,1.0
427,2030-01-18 19:00:00,1.0,1.0,1.0
428,2030-01-18 20:00:00,1.0,1.0,1.0
429,2030-01-18 21:00:00,1.0,1.0,1.0
430,2030-01-18 22:00:00,1.0,1.0,1.0
431,2030-01-18 23:00:00,1.0,1.0,1.0
432,2030-01-19 00:00:00,1.0,1.0,1.0
433,2030-01-19 01:00:00,1.0,1.0,1.0
434,2030-01-19 02:00:00,1.0,1.0,1.0
435,2030-01-19 03:00:00,1.0,1.0,1.0
436,2030-01-19 04:00:00,1.0,1.0,1.0
437,2030-01-19 05:00:00,1.0,1.0,1.0
438,2030-01-19 06:00:00,1.0,1.0,1.0
439,2030-01-19 07:00:00,1.0,1.0,1.0
440,2030-01-19 08:00:00,1.0,1.0,1.0
441,2030-01-19 09:00:00,1.0,1.0,1.0
442,2030-01-19 10:00:00,1.0,1.0,1.0
443,2030-01-19 11:00:00,1.0,1.0,1.0
444,2030-01-19 12:00:00,1.0,1.0,1.0
445,2030-01-19 13:00:00,1.0,1.0,1.0
446,2030-01-19 14:00:00,1.0,1.0,1.0
447,2030-01-19 15:00:00,1.0,1.0,1.0
448,2030-01-19 16:00:00,1.0,1.0,1.0
449,2030-01-19 17:00:00,1.0,1.0,1.0
450,2030-01-19 18:00:00,1.0,1.0,1.0
451,2030-01-19 19:00:00,1.0,1.0,1.0
452,2030-01-19 20:00:00,1.0,1.0,1.0
453,2030-01-19 21:00:00,1.0,1.0,1.0
454,2030-01-19 22:00:00,1.0,1.0,1.0
455,2030-01-19 23:00:00,1.0,1.0,1.0
456,2030-01-20 00:00:00,1.0,1.0,1.0
457,2030-01-20 01:00:00,1.0,1.0,1.0
458,2030-01-20 02:00:00,1.0,1.0,1.0
459,2030-01-20 03:00:00,1.0,1.0,1.0
460,2030-01-20 04:00:00,1.0,1.0,1.0
461,2030-01-20 05:00:00,1.0,1.0,1.0
462,2030-01-20 06:00:00,1.0,1.0,1.0
463,2030-01-20 07:00:00,1.0,1.0,1.0
464,2030-01-20 08:00:00,1.0,1.0,1.0
465,2030-01-20 09:00:00,1.0,1.0,1.0
466,2030-01-20 10:00:00,1.0,1.0,1.0
467,2030-01-20 11:00:00,1.0,1.0,1.0
468,2030-01-20 12:00:00,1.0,1.0,1.0
469,2030-01-20 13:00:00,1.0,1.0,1.0
470,2030-01-20 14:00:00,1.0,1.0,1.0
471,2030-01-20 15:00:00,1.0,1.0,1.0
472,2030-01-20 16:00:00,1.0,1.0,1.0
473,2030-01-20 17:00:00,1.0,1.0,1.0
474,2030-01-20 18:00:00,1.0,1.0,1.0
475,2030-01-20 19:00:00,1.0,1.0,1.0
476,2030-01-20 20:00:00,1.0,1.0,1.0
477,2030-01-20 21:00:00,1.0,1.0,1.0
478,2030-01-20 22:00:00,1.0,1.0,1.0
479,2030-01-20 23:00:00,1.0,1.0,1.0
480,2030-01-21 00:00:00,1.0,1.0,1.0
481,2030-01-21 01:00:00,1.0,1.0,1.0
482,2030-01-21 02:00:00,1.0,1.0,1.0
483,2030-01-21 03:00:00,1.0,1.0,1.0
484,2030-01-21 04:00:00,1.0,1.0,1.0
485,2030-01-21 05:00:00,1.0,1.0,1.0
486,2030-01-21 06:00:00,1.0,1.0,1.0
487,2030-01-21 07:00:00,1.0,1.0,1.0
488,2030-01-21 08:00:00,1.0,1.0,1.0
489,2030-01-21 09:00:00,1.0,1.0,1.0
490,2030-01-21 10:00:00,1.0,1.0,1.0
491,2030-01-21 11:00:00,1.0,1.0,1.0
492,2030-01-21 12:00:00,1.0,1.0,1.0
493,2030-01-21 13:00:00,1.0,1.0,1.0
494,2030-01-21 14:00:00,1.0,1.0,1.0
495,2030-01-21 15:00:00,1.0,1.0,1.0
496,2030-01-21 16:00:00,1.0,1.0,1.0
497,2030-01-21 17:00:00,1.0,1.0,1.0
498,2030-01-21 18:00:00,1.0,1.0,1.0
499,2030-01-21 19:00:00,1.0,1.0,1.0
500,2030-01-21 20:00:00,1.0,1.0,1.0
501,2030-01-21 21:00:00,1.0,1.0,1.0
502,2030-01-21 22:00:00,1.0,1.0,1.0
503,2030-01-21 23:00:00,1.0,1.0,1.0
504,2030-01-22 00:00:00,1.0,1.0,1.0
505,2030-01-22 01:00:00,1.0,1.0,1.0
506,2030-01-22 02:00:00,1.0,1.0,1.0
507,2030-01-22 03:00:00,1.0,1.0,1.0
508,2030-01-22 04:00:00,1.0,1.0,1.0
509,2030-01-22 05:00:00,1.0,1.0,1.0
510,2030-01-22 06:00:00,1.0,1.0,1.0
511,2030-01-22 07:00:00,1.0,1.0,1.0
512,2030-01-22 08:00:00,1.0,1.0,1.0
513,2030-01-22 09:00:00,1.0,1.0,1.0
514,2030-01-22 10:00:00,1.0,1.0,1.0
515,2030-01-22 11:00:00,1.0,1.0,1.0
516,2030-01-22 12:00:00,1.0,1.0,1.0
